quote,author,category
"But how did you know where we were?"" Annabeth asked.Advanced planning, my dear. I figured you would wash up near Miami if you made it out of the Sea of Monsters alive. Almost everything strange washes up near Miami.","Rick Riordan, The Sea of Monsters","annabeth-chase, chiron, grover-underwood, percy-jackson"
"The god of wine looked around at the assembled crowd. “Miss me?”The satyrs fell over themselves nodding and bowing. “Oh, yes, very much, sire!”“Well, I did not miss this place!” Dionysus snapped. “I bear bad news, my friends. Evil news. The minor gods are changing sides. Morpheus has gone over to the enemy. Hecate, Janus, and Nemesis, as well. Zeus knows how many more.”Thunder rumbled in the dis","Rick Riordan, The Battle of the Labyrinth","dionysus, grover-underwood, percy-jackson, zeus"
"I've got this."" Apollo stepped forward. His fiery armor was so bright it was hard to look at, and his matching Ray-Bans and perfect smile made him look like a male model for battle gear. ""God of medicine, at your service.""He passed his hand over Annabeth's face and spoke an incantation. Immediately the bruises faded. Her cuts and scars disappeared. Her arm straightened, and she sighed in her sleep.Apollo grinned. ""She'll be fine in a few minutes. Just enough time for me to compose a poem about our victory: 'Apollo and his friends save Olympus.' Good, eh?""Thanks, Apollo,"" I said. ""I'll, um, let you handle the poetry.","Rick Riordan, The Last Olympian","annabeth-chase, apollo, percy-jackson"
"If the statue engulfs people in fire, we should send Leo.’ ‘I love you too, man.’ ‘You know what I mean. You’re immune. Or, heck, give me some of those nice water grenades and I’ll go. Ares and I have tangled before.","Rick Riordan, The Blood of Olympus","leo-valdez, percy-jackson"
"You're cute when you're worried,"" she muttered. ""Your eyebrows get all scrunched toge","Rick Riordan, The Last Olympian","annabeth-chase, percy-jackson"
"George unhinged his jaw and coughed up a little plastic bottle filled with chewable vitamins.""You're kidding,"" I said. ""Are those Minotaur-shaped?""Hermes picked up the bottle and rattled it. ""The lemon ones, yes. The grape ones are Furies, I think. Or are they hydras? At any rate, these are potent.""","Rick Riordan, The Sea of Monsters","hermes, percy-jackson"
"Have you any idea how much my kingdom has swollen in this past century alone, how many subdivisions I've had to open?""I opened my mouth to respond, but Hades was on a roll now.More security ghouls,"" he moaned. ""Traffic problems at the judgment pavilion. Double overtime for the staff. I used to be a rich god, Percy Jackson. I control all the precious metals under the earth. But my expenses!""Charon wants a pay raise,"" I blurted, just remembering the fact. As soon as I said it, I wished I could sew up my mouth.Don't get me started on Charon!"" Hades yelled. ""He's been impossible ever since he discovered Italian suits! Problems everywhere, and I've got to handle all of them personally. The commute time alone from the palace to the gates is enough to drive me insane! And the dead just keep arriving. No, godling. I need no help getting subjects! I did not ask for this war.","Rick Riordan, The Lightning Thief","charon, hades, percy-jackson"
"It will make you powerful. But it will also make you weak. Your prowess in combat will be beyond any mortal's, but your weaknesses, your failings will increase as well.""You mean I'll have a bad heel?"" I said. ""Couldn't I just, like, wear something besides sandals? No offense.","Rick Riordan, The Last Olympian","achilles, percy-jackson"
It almost made me long for the flying pig.--Percy,"Rick Riordan, The Last Olympian","percy-jackson, the-last-olympian"
"Poseidon raised his eyebrows as they shook hands. “Blowfish, did you say?”""Ah, no. Blofis, actually.”""Oh, I see,” Poseidon said. “A shame. I quite like blowfish. I am Poseidon.”""Poseidon? That’s an interesting name.”""Yes, I like it. I’ve gone by other names, but I do prefer Poseidon.”""Like the god of the sea.”""Very much like that, yes.","Rick Riordan, The Battle of the Labyrinth","percy-jackson, poseidon"
"This belonged to my sister-in-law,"" Prometheus explained. ""Pandora.""A lump formed in my throat. ""As in Pandora's","Rick Riordan, The Last Olympian","pandora, percy-jackson, prometheus"
"Could an Olympian parent turn against his half-blood child? Would it sometimes be easier just to let them die? If there were ever any half-bloods who needed to worry about that, it was Thalia and me. I wondered if maybe I should've sent Poseidon that seashell pattern tie for Father's Day after all.","Rick Riordan, The Titan's Curse","percy-jackson, thalia-grace"
"Leo smiled nervously. Maybe he and Percy did share something else – a stupid sense of humour. ‘Yeah, I bet that would totally be against her sponsorship deal. THOSE ARE NOT THE OFFICIAL SHOES OF THE OLYMPICS! YOU WILL DIE NOW!’ Hazel rolled her eyes. ‘You’re both impossible.’ Behind Leo, a thunderous voice shook the ruins: ‘YOU WILL DIE NOW!","Rick Riordan, The Blood of Olympus","bad-timing, leo-valdez, nike, percy-jackson"
"You must forgive my Hunters if they do not welcome you,"" Artemis said. ""It is very rare that we would have boys in this camp. Boys are usually forbidden to have any contact with the Hunters. The last one to see this camp…"" She looked at Zoe. ""Which one was it?""That boy in Colorado,"" Zoe said. ""You turned him into a jackalope.""Ah, yes."" Artemis nodded, satisfied. ""I enjoy making jackalopes.","Rick Riordan, The Titan's Curse","artemis, percy-jackson, zoe-nightshade"
"Is Tyson okay?"" I asked.The question seemed to take my dad by surprise. He's fine. Doing much better than I expected. Though ""peanut butter"" is a strange battle cry.""You let him fight?""Stop changing the subject! You realize what you are asking me to do? My palace will be destroyed.""And Olympus might be saved.""Do you have any idea how long I've worked on remodeling this palace? The game room alone took six hundred years.""Dad—""Very well! It shall be as you say. But my son, pray this works.""I am praying. I'm talking to you, right?""Oh . . . yes. Good point.","Rick Riordan, The Last Olympian","percy-jackson, poseidon"
With great power... comes need to take a nap. Wake me up later,"Rick Riordan, The Last Olympian","nico-di-angelo, percy-jackson, rick-riordan, the-last-olympian"
There are parties and then there are huge major blowout parties. And then there are Olympian parties. If you ever get a choice go for the Olympian.,"Rick Riordan, The Titan's Curse","olympians, percy-jackson"
"Just for you non-sea-god types out there, don't go swimming in New York Harbor. It may not be as filthy as it was in my mom's day, but that water will still probably make you grow a third eye or have mutant children when you grow up.",Rick Riordan,percy-jackson
"The ruins stretch from the river to the base of that mountain over there, about half a kilometre.’ ‘How far is that in regular measurements?’ Percy asked. Frank rolled his eyes. ‘That is a regular measurement in Canada and the rest of the world. Only you Americans –’ ‘About five or six football fields,’ Hazel interceded, feeding Arion a big chunk of gold. Percy spread his hands. ‘That’s all you needed to say.","Rick Riordan, The Blood of Olympus","frank-zhang, measurement-units, percy-jackson"
"Percy muttered. ‘I want to drown her.’ ‘Be patient, water boy.’ ‘Don’t call me water boy.","Rick Riordan, The Blood of Olympus","nike, percy-jackson"
"I tried to imagine how things could get much worse. The gods were in the Midwest fighting a huge monster that had almost defeated them once before. Poseidon was under siege and losing a war against the sea Titan Oceanus.Kronos was still out there somewhere. Olympus was virtually undefended. The demigods of Camp Half-Blood were on our own with a spy in our midst.Oh, and according to the ancient prophecy, I was going to die when I turned sixteen—which happened to be in five days, the exact same time Typhon was supposed to hit New York. Almost forgot that.","Rick Riordan, The Last Olympian",percy-jackson
Zoe readied her arrows. Grover lifted his pipes. Thalia raised her shield and I noticed a tear running down her cheek. Suddenly it occurred to me: this had happened to her before.She had been cornered on Half- Blood Hill. She'd willingly given her life for her friends. But this time she couldn't save us.,"Rick Riordan, The Titan's Curse","percy-jackson, thalia-grace"
"Right before the game, she strolled up to me. ""Hey, Seaweed Brain.""""Will you stop calling me that?""She knows I hate that name, mostly because I never have a good comeback. She's the daughter of Athena, which doesn't give me a lot of ammunition. I mean, ""Owl-head"" and ""Wise Girl"" are kind of lame insults.","Rick Riordan, The Demigod Files","annabeth-chase, demigod, demigod-files, insults, percy-jackson, put-downs, rick-riordan"
"Laistry....I can't even say that. What would you call them in English?""""Canadians.","Rick Riordan, The Sea of Monsters","annabeth-chase, percy-jackson"
"I am Persephone"" she said, her voice thin and papery. ""Welcome, demigods.Nico squashed a pomegranate under his boot. ""Welcome? After last time, you've got the nerve to welcome me?""I shifted uneasily, because talking that way to a god can get you blasted into dust bunnies. ""Um, Nico-""""It's all right,"" Persephone said coldly. ""We had a little family spat.""""Family spat?"" Nico cried. ""You turned me into a dandelion!","Rick Riordan, The Demigod Files","nico-di-angelo, percy-jackson, persephone, thalia-grace"
"Percy, we're going to Polyphemus' island! Polyphemus is an S-i-k...a C-y-k..."" She stamped her foot in frustration. As smart as she was, Annabeth was dyslexic, too. We could've been there all night while she tried to spell Cyclops. ""You know what I mean!","Rick Riordan, The Sea of Monsters","annabeth-chase, cyclops, dyslexia, frustration, percy-jackson, percy-jackson-and-the-olympians, polyphemus, polyphemus-island, rick-riordan, spelling, the-sea-of-the-monsters"
"Annabeth came up to me. She was dressed in black camouflage with her Celestial bronze knife strapped to her arm and her laptop bag slung over her shoulder—ready for stabbing or surfing the Internet, whichever came first.","Rick Riordan, The Last Olympian","annabeth-chase, percy-jackson"
Bessie?” I looked down at the bull serpent. “But… he’s too cute. He couldn’t destroy the world.”-Percy Jackson,"Rick Riordan, The Titan's Curse",percy-jackson
"Don’t judge someone until you’ve stood at his forge and worked with his hammer, eh?","Rick Riordan, The Battle of the Labyrinth","hephaestus, percy-jackson"
"Now, if you have never been hit by a flying burrito, count yourself lucky. In terms of deadly projectiles, it's right up there with grenades and cannonballs.","Rick Riordan, The Titan's Curse","grover-underwood, percy-jackson"
"And there, shimmering in the Mist right next to us, was the last person I wanted to see: Mr. D, wearing his leopard-skin jogging suit and rummaging through the refrigerator. He looked up lazily. ""Do you mind?""Where's Chiron!"" I shouted.How rude."" Mr. D took a swig from a jug of grape juice. ""Is that how you say hello?""Hello,"" I amended. ""We're about to die! Where's Chiron?","Rick Riordan, The Titan's Curse","chiron, dionysus, percy-jackson"
Terminus sniffed. “I guard borders. I don’t kill giants. It’s not in my job description.,"Rick Riordan, The Son of Neptune","percy-jackson, terminus"
"There was Tyson moving into the Poseidon cabin, giggling to himself every fifteen seconds and saying, ""Percy is my brother?"" like he'd just won the lottery.Aw, Tyson,"" I'd say. ""It's not that simple.","Rick Riordan, The Sea of Monsters","percy-jackson, rick-riordan, sea-of-monsters"
Yay!' he said. 'Now we can eat peanut butter sandwiches and ride fish ponies! We can fight monsters and see Annabeth and make things go BOOM!,"Rick Riordan, The Titan's Curse",percy-jackson
"One down,"" Beckendorf said. ""About five thousand to go."" He tossed me a jar of thick green liquid—Greek fire, one of the most dangerous magical substances in the world. Then he threw me another essential tool of demigod heroes—duct tape","Rick Riordan, The Last Olympian","beckendorf, duct-tape, percy-jackson"
There's no point in defending camp if you guys die. All our friends are here.,"Rick Riordan, The Last Olympian","chris-rodriguez, percy-jackson"
"Juniper: Are you guys busy? Percy: Well, we’re in the middle of this game against a bunch of monsters and we’re trying not to die. Annabeth: We’re not busy. ","Rick Riordan, The Battle of the Labyrinth",percy-jackson
"Fish Ponies! I put them on the ceiling!"" -Tyson","Rick Riordan, The Battle of the Labyrinth","fish-ponies, percy-jackson, tyson"
"Bianca, camp is cool! It's got a pegasus stable and a sword-fighting arena and… I mean, what do you get by joining the Hunters?""To begin with,"" Zoe said, ""immortality.""I stared at her, then at Artemis. ""She's kidding, right?""Zoe rarely kids about anything,"" Artemis said. ""My Hunters follow me on my adventures. They are my maidservants, my companions, my sisters-in-arms. Once they swear loyalty to me, they are indeed immortal… unless they fall in battle, which is unlikely. Or break their oath.""What oath?"" I said.To foreswear romantic love forever,"" Artemis said. To never grow up, never get married. To be a maiden eternally.""Like you?""The goddess nodded.I tried to imagine what she was saying. Being immortal. Hanging out with only middle-school girls forever. I couldn't get my mind around it.","Rick Riordan, The Titan's Curse","artemis, bianca-di-angelo, percy-jackson, zoe-nightshade"
"The jogger sighed. He pulled out his phone and my eyes got big, because it glowed with a bluish light. When he extended the antenna, two creatures began writhing around it-green snakes, no bigger than earthworms.The jogger didn't seem to notice. He checked his LCD display and cursed. ""I've got to take this. Just a sec ..."" Then into the phone: ""Hello?"" He listened. The mini-snakes writhed up and down the antenna right next to his ear.Yeah,"" the jogger said. ""Listen-I know, but... I don't care if he is chained to a rock with vultures pecking at his liver, if he doesn't have a tracking number, we can't locate his package....A gift to humankind, great... You know how many of those we deliver-Oh, never mind. Listen, just refer him to Eris in customer service. I gotta go.","Rick Riordan, The Sea of Monsters","hermes, percy-jackson"
"I see you like to study,” I said. “Well done.”Percy snorted. “I hate to study. I’ve been guaranteed admission with a full scholarship to New Rome University, but they’re still requiring me to pass all my high school courses and score well on the SAT. Can you believe that? Not to mention I have to pass the DSTOMP.”“The what?” Meg asked.“An exam for Roman demigods,” I told her. “The Demigod Standard Test of Mad Powers.”Percy frowned. “That’s what it stands for?”“I should know. I wrote the music and poetry analysis sections.”“I will never forgive you for that,” Percy said.","Rick Riordan, The Hidden Oracle","apollo, demigods, meg-mccaffrey, percy-jackson, studying"
"That's us,"" he said. ""Those five nuts right there.""""Which one is me?"" I asked.""The little deformed one,"" Zoe suggested.""Oh, shut up.","Rick Riordan, The Titan's Curse","grover-underwood, percy-jackson, zoe-nightshade"
"Snake people do not drink milk,"" Kekrops said. ""We are lactose intolerant reptiles.""""Me too!"" Frank said. ""I mean . . . lactose intolerant. Not a reptile. Though I can be a reptile sometimes-","Rick Riordan, The Blood of Olympus","frank-zhang, lactose-intolerant, percy-jackson"
I hoped I wasn't blushing. It was bad enough I had to depend on my mom to drive me to my battles.,"Rick Riordan, The Titan's Curse","percy-jackson, sally-jackson"
"then things got even stranger.Mr. Brunner, who'd been out in front of the museum a minute before, wheeled his chair into the doorway of the gallery, holding a pen in his hand. ""What ho, Percy!"" he shouted, and tossed the pen through the air.Mrs. Dodds lunged at me.With a yelp, I dodged and felt talons slash the air next to my ear. I snatched the ballpoint pen out of the air, but when it hit my hand, it wasn't a pen anymore. It was a sword-Mr. Brunner's bronze sword, which he always used on tourement day.Mrs. Dodds spun toward me with a murderous look in her eyes.My knees were jelly. My hands were shaking so bad I almost dropped the sword.She snarled, ""Die, honey!""And she flew straight at me.Absolute terror ran through my body. I did the only thing that came naturally:I swung the sword.The metal blade hit her shoulder and passed through her body as if she were made made of water. Hisss!Mrs. Dodds was a sand castle in a power fan. She exploded into yellow powder, vaporized on the spot, leaving nothing but the smell of sulfur and a dying screech and a chill of evil in the air, as if those two glowing red eyes were still watching me.",Rick Riordan,"fury, olympians, pen, percy-jackson"
We only came close to dying six or seven times which I thought was pretty good. A minute later Annabeth hit a slippery patch of moss and her foot slipped. Fortunately she found something else to put it against. Unfortunately that something was my face.,"Rick Riordan, The Sea of Monsters","annabeth, percy-jackson"
"Nico clenched his sword. Sharing his secret crush hadn’t been the worst of it. Eventually he might have done that, in his own time, in his own way. But being forced to talk about Percy, being bullied and harassed and strong-armed simply for Cupid’s amusement … Tendrils of darkness were now spreading out from his feet, killing all the weeds between the cobblestones. Nico tried to rein in his anger.","Rick Riordan, The Blood of Olympus","nico-di-angelo, percy-jackson"
"And I was holding someone who was destined to be my best friend, or possibly my worst enemy.",Rick Riordan,percy-jackson
Getting eaten by a giant crocodile was bad enough.The kid with the glowing sword only made my day worse.,"Rick Riordan, The Son of Sobek","carter-kane, crossover, percy-jackson, son-of-sobek"
"The way to beat Luke,"" he said. ""If I'm right, it's the only way you'll stand a chance.""I took a deep breath. ""Okay. I'm listening.""Nico glanced inside my room. His eyebrows furrowed.""Is that...is that blue birthday cake?""He sounded hungry, maybe a little wistful. I wondered if the poor kid had ever had a birthday party, or if he'd ever even been invited to one.:Come inside for cake and ice cream,"" I said. ""It sounds like we've got a lot to talk about.","Rick Riordan, The Battle of the Labyrinth","birthday, blue-food, nico-di-angelo, percy-jackson"
"Whoa,"" said Nico as he climbed off the bus. ""Is that a climbing wall?""""Yeah,"" I (Percy) said.""Why is there lava pouring down it?""""Little extra challenge..."" - Percy","Rick Riordan, The Titan's Curse","challenge, climbing-wall, lava, nico-di-angelo, percy-jackson, percy-jackson-and-the-olympians, the-titan-s-curse"
"But Annabeth just smiled and put us in jail. As she was heading back to the front line, she turned and winked. ""See you at the fireworks?""She didn't even wait for my answer before darting off into the woods.I looked at Beckendorf. ""Did she just...ask me out?""He shrugged, completely disgusted. ""Who knows with girls? Give me a haywire dragon, any day.""So we sat together and waited while the girls won the game.","Rick Riordan, The Demigod Files","annabeth-chase, capture-the-flag, charles-beckendorf, fireworks, percy-jackson, silena-beauregard"
"Blood trickled from the corner of her (Annabeth) mouth. She croaked, ""Family, Luke. You promised.""Luke stared at the knife in Annabeth's hand, the blood on her face. ""Promise."" Then he gasped like he couldn't get air. ""Annabeth . . ."" But it wasn't the Titan's voice. It was Luke's. He stumbled forward like he couldn't control his own body. ""You're bleeding. . . ."" He gasped again.""He's changing. Help. He's . . . he's almost ready. He won't need my body anymore. Please—""""The knife, Percy,"" Annabeth muttered. Her breath was shallow. ""Hero . . . cursed blade . . .""Luke turned and collapsed, clutching his ruined hands.""Please, Percy . . .""Luke seemed to know what I was thinking. He moistened his lips. ""You can't . . . can't do it yourself. He'll break my control. He'll defend himself. Only my hand. I know where. I can . . . can keep him controlled.""I raised the knife to strike. Then I looked at Annabeth, at Grover. And I finally understood what she'd been trying to tell me. You are not the hero, Rachel had said. It will affect what you do. The line from the great prophecy echoed in my head: A hero's soul, cursed blade shall reap. My whole world tipped upside down,and I gave the knife to Luke.I watched as Luke grasped the hilt he stabbed himself","Rick Riordan, The Last Olympian","annabeth-chase, cursed-blade, luke, percy-jackson, the-hero-in-the-great-prophecy"
"The thing about plummetting downhill at fifty miles an hour on a snack platter - if you realize it's a bad idea when you're halfway down, it's too late.","Rick Riordan, The Son of Neptune","percy-jackson, rick-riordan, son-of-neptune"
"So,"" Annabeth said, ""are you going to argue about me coming along?""""Nah. You'd just beat me up."" Percy said.She managed a laugh, which was good to hear","Rick Riordan, The Last Olympian","annabeth-chase, percy-jackson"
Seven half-bloods shall answer the callTo storm or fire the world must fallAn oath to keep with a final breathand foes bear arms to the doors of death,"Rick Riordan, The Last Olympian","percy-jackson, prophency, rhyme"
"Stop!"" he yelled at the others. ""Multigrain fighting is not allowed!","Rick Riordan, The Son of Neptune","percy-jackson, rick-riordan, son-of-neptune"
"Poseidon grinned. ""You're doing well with those new cabins, by the way. I suppose this means I can claim all those other sons and daughters of mine and send you some siblings next summer.""""Ha-ha.""Poseidon reeled in his empty line.I shifted my feet. ""Um, you were kidding, right?""Poseidon gave me one of his inside-joke winks, and I still didn't know whether he was serious or not. ","Rick Riordan, The Last Olympian","percy-jackson, poseidon"
your loved ones have been used to lure you into Kronos's traps. Your fatal flaw is personal loyalty Percy. You do not know when it is time to cut your losses. To save a friend you would sacrifice the world.,"Rick Riordan, The Titan's Curse","athena, fatal-flaw, percy-jackson"
"I stared at her. Maybe I wasn't the brightest guy in the world when it came to girls, but I was pretty sure Rachel had just dumped me, which was lame considering we'd never even been together.","Rick Riordan, The Last Olympian","percy-jackson, rachel-elizabeth-dare"
"I love New York. You can pop out of the Underworld in Central Park, hail a taxi, head down Fifth Avenue with a giant hellhound loping along behind you, and nobody even looks at you funny.Of course, the Mist helped. People probably couldn't see Mrs. O'Leary, or maybe they thought she was a large,loud,very friendly truck.","Rick Riordan, The Last Olympian","mrs-o-leary, new-york-city, percy-jackson"
"He slung off his backpack. He'd managed to grab a lot of supplies at the Napa Bargain Mart: a portable GPS, duct tape, lighter, superglue, water bottle, camping roll, a Comfy Panda Pillow Pet (as seen on TV), and a Swiss army knife—pretty much every tool a modern demigod could want.","Rick Riordan, The Son of Neptune","panda-pillow-pets, percy-jackson, supplies"
"Nico, you can do this,"" Jason said. ""It might be embarrassing, but it's for the scepter.""Nico didn't look convinced. In fact he looked like he was going to be sick. But he squared his shoulders and nodded. ""You're right. I- I'm not afraid of a love god.""Favonius beamed. ""Excellent! Would you like a snack before you go?","Rick Riordan, The House of Hades","cupid, eros, favonius, heroes-of-olympus, house-of-hades, jason-grace, love, nico-di-angelo, percy-jackson, rick-riordan"
"Question (from a reader) : Will the Wise Goddess Athena overthrow Zeus and become the ruler of Olympus?Athena's answer : What an interesting idea . . . No, just kidding, Dad. Put away the lightning bolt.",Rick Riordan,"humor, percy-jackson"
"I sat up in bed. ""What did he say?""Tyson groaned, still half asleep. He was lying facedown on the couch, his feet so far over the edge they were in the bathroom. ""The happy man said...bowling practice?""I hoped he was right, but then there was an urgent knock on the suite's interior door. Annabeth stuck her head in--her blonde hair in a rat's nest. ""DISEMBOWLING practice?",Rick Riordan,"annabeth-chase, bowling-practice, disembowling-practice, percy-jackson, percy-jackson-and-the-olympians, the-sea-of-the-monsters, tyson"
"I turned and faced the Olympians.""We need a shroud,"" I announced, my voice cracking. ""A shroud for the son of Hermes.","Rick Riordan, The Last Olympian","luke, percy-jackson"
Percy’d heard stories about amputees who had phantom pains where their missing legsand arms used to be. That’s how his mindfelt—like his missing memories were aching.,"Rick Riordan, The Son of Neptune",percy-jackson
"I slashed a wide arc with Riptide and vaporized the entire front row of monsters.Back off!” I yelled at the rest, trying to sound fierce. Behind them stood their instructor—a six-foot-tall telekhine with Doberman fangs snarling at me. I did my best to stare him","Rick Riordan, The Battle of the Labyrinth",percy-jackson
"Poseidon held out his arms and gave me a hug. I realized, a little embarrassed, that I'd never actually hugged my dad before. He was warm—like a regular human—and he smelled of a salty beach and fresh sea air.","Rick Riordan, The Last Olympian","percy-jackson, poseidon"
"Earthshaker, Stormbreaker, Father of Horses. Hail, Perseus Jackson, Son of the Sea God","Rick Riordan, The Lightning Thief",percy-jackson
"I lost hope when I saw the horses’ teeth.As I got closer to the fence, I held my shirt over my nose to block the smell. One stallion waded through the muck and whinnied angrily at me. He bared his teeth, which were pointed like a bear’s.I tried to talk to him in my mind. I can do that with most h","Rick Riordan, The Battle of the Labyrinth","percy-jackson, poseidon"
"Tyson was still staring at Chiron in amazement. He whimpered like he wanted to pat Chiron's flank but was afraid to come closer. ""Pony?",Rick Riordan,"humor, percy-jackson"
You promised you would protect her Nico said. He might as well have stabbed me with a rusty dagger.It would've hurt less than reminding me of my promise.,"Rick Riordan, The Titan's Curse","nico-di-angelo, percy-jackson, promises"
Percy grunted. ‘Probably something to do with that creep Octavian. Maybe he was so bad at telling the future that he broke Apollo’s powers.,"Rick Riordan, The Blood of Olympus","apollo, octavian, percy-jackson, prophecy"
"Percy: “You asked Poseidon for… me?” Tyson: ""For a friend, young cyclopes grow up alone on the streets, learns to make things out of scraps. Learn to survive."" Percy: “But that’s so cruel!” Tyson: “Makes us appreciate blessings, not be greedy and mean and fat like Polyphemus. But I got scared. Monsters chased me so much, clawed me sometimes--"" Percy: “The scars on your back?” Tyson: “Sphinx on Seventy-second Street. Big Bully. I prayed to Daddy for help. Soon the people at Meriwether found me. Mey you. Biggest blessing ever. Sorry I said Poseidon was mean. He sent me a brother.","Rick Riordan, The Sea of Monsters","brotherly-love, percy-jackson, poseidon, tyson"
"That is correct,"" Zeus said. ""The blood of Olympus was spilled. She is fully conscious.""""Oh, come on!"" Percy complained. ""I get a little nosebleed and I wake up the entire earth? That's not fair!","Rick Riordan, The Blood of Olympus","blood-of-olympus, gaia, nosebleed, percy-jackson"
"So I took her hand, and I don't know what everybody else heard, but to me it sounded like a slow dance: a little sad, but maybe a little hopeful, too.","Rick Riordan, The Titan's Curse","annabeth-chase, percy-jackson"
"He was making a brave attempt, but Jason could see the sadness lingering in his eyes. Something had happened to him... something to do with Calypso.","Rick Riordan, The House of Hades","calypso, house-of-hades, jason-grace, leo-valdez, love, marooned, oggygia, percy-jackson, rick-riordan"
